word,status,calification,definition,word_length,language
CUSIS,null,null,null,null,null
CUSMA,true,"""nombre masculino""","""Saya de algodón usada por los indígenas que viven en las selvas""",5,esp
CUSPA,true,"""nombre femenino""","""Arbusto semejante a la palmera y cuya corteza se emplea como la quina""",5,esp
CUSUL,true,"""nombre masculino""","""Habitación muy estrecha con poca luz y ventilación cuzul""",5,esp
CUTAS,true,"""adjetivo""","""Dicho de un animal rabón jolino jolín2 chingo choco chucuto tuso2 curto""",5,esp
CUTER,null,null,null,null,null
CUTES,true,"""nombre masculino""","""zopilote sopilote jote gallinazo zamuro chulo samuro urubú""",5,esp
CUTIO,true,"""locución adverbial""","""De continuo de asiento""",5,esp
CUTIR,true,"""verbo transitivo desusado""","""Golpear algo con otra cosa""",5,esp
CUTIS,true,"""nombre masculino""","""Piel que cubre el cuerpo humano principalmente la del rostro""",5,esp
CUTOS,true,"""adjetivo""","""Dicho de un animal rabón jolino jolín2 chingo choco chucuto tuso2 curto""",5,esp
CUTRA,true,"""nombre femenino coloquial""","""Provecho o dinero obtenido de un particular por un funcionario o empleado con abuso de las atribuciones de su cargo""",5,esp
CUTRE,true,"""adjetivo coloquial""","""Tacaño miserable tacaño miserable avaro avaricioso agarrado mezquino mísero ruin roñoso cicatero desprendido generoso""",5,esp
CUYAS,true,"""adjetivo relativo posesivo""","""Designa el poseedor de aquello a lo que se refiere el sustantivo al que modifica con el que concuerda en género y número con antecedente expreso Un escritor cuyas obras son famosas En un lugar de la de cuyo nombre no quiero acordarme""",5,esp
CUYEO,true,"""nombre masculino""","""Pájaro de canto estridente con cola y alas largas y plumaje de colores parduzcos y grisáceos""",5,esp
CUYES,null,null,null,null,null
CUYOS,true,"""adjetivo relativo posesivo""","""Designa el poseedor de aquello a lo que se refiere el sustantivo al que modifica con el que concuerda en género y número con antecedente expreso Un escritor cuyas obras son famosas En un lugar de la de cuyo nombre no quiero acordarme""",5,esp
CUZAS,true,"""adjetivo""","""Dicho de una persona Indiscreta y fisgona""",5,esp
CUZCO,true,"""nombre masculino""","""Perro pequeño cachorro gozque cusco""",5,esp
CUZMA,true,"""nombre femenino""","""Sayo de lana sin cuello ni mangas que cubre hasta los muslos usado en algunas partes de por los indígenas de las serranías""",5,esp
CUZOS,true,"""adjetivo""","""Dicho de una persona Indiscreta y fisgona""",5,esp
CUZUL,true,"""nombre masculino""","""cusul""",5,esp
DABAN,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DABAS,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DABLE,true,"""adjetivo""","""Hacedero posible posible realizable factible hacedero imposible irrealizable""",5,esp
DACHA,true,"""nombre femenino""","""Casa de campo rusa""",5,esp
DACIA,true,"""nombre masculino desusado""","""Tributo o imposición sobre algo""",5,esp
DACIO,true,"""nombre masculino desusado""","""Tributo o imposición sobre algo""",5,esp
DADAS,null,null,null,null,null
DADOR,true,"""adjetivo""","""Que da donador receptor destinatario tomador""",5,esp
DADOS,null,null,null,null,null
DAGAS,true,"""nombre femenino""","""Arma blanca de hoja corta y con guarnición para cubrir el puño y gavilanes para los quites que solía tener dos cortes y a veces uno tres o cuatro filos machete puñal1 cuchillo navaja estilete faca""",5,esp
DAHIR,null,null,null,null,null
DAIFA,true,"""nombre femenino poco usado""","""concubina.""",5,esp
DAJAO,true,"""nombre masculino""","""Pez de río muy común y comestible de unos de longitud que tiene el lomo oscuro el vientre plateado y la cola ahorquillada""",5,esp
DALAS,null,null,null,null,null
DALGO,true,"""locución verbal desusada""","""Hacer bien tratar con agasajo y regalo""",5,esp
DALIA,true,"""nombre femenino""","""Planta anual de la familia de las compuestas con tallo herbáceo ramoso de hasta metro y medio de altura hojas opuestas divididas en cinco o siete hojuelas ovaladas y con dientes en el margen flores terminales o axilares de botón central amarillo y corola grande circular de muchos pétalos dispuestos con suma regularidad y muy variada coloración semillas cuadrangulares negras y raíz tuberculosa""",5,esp
DALLA,true,"""nombre femenino""","""guadaña.""",5,esp
DALLE,true,"""nombre masculino""","""guadaña.""",5,esp
DALLO,true,"""verbo transitivo""","""Segar la hierba con el dalle""",5,esp
DAMAS,true,"""nombre femenino""","""Mujer noble o distinguida señora mujer""",5,esp
DAMIL,null,null,null,null,null
DAMOS,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DANCE,true,"""nombre masculino""","""danza de espadas.""",5,esp
DANDI,true,"""nombre masculino""","""Hombre que se distingue por su extremada elegancia y buenos modales elegante presumido coqueto petimetre chango figurín pisaverde""",5,esp
DANDO,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DANES,true,"""nombre masculino""","""En las artes marciales tradicionales cada uno de los diez grados superiores concedidos a partir del cinturón negro""",5,esp
DANGO,true,"""nombre masculino""","""planga clanga planco pulla2""",5,esp
DANTA,true,"""nombre femenino""","""alce1 ante1 anta1""",5,esp
DANTE,true,"""nombre masculino""","""alce1 anta1 ante1""",5,esp
DANTO,true,"""nombre masculino""","""Pájaro de unos de longitud de plumaje negro azulado y pecho rojizo y sin plumas pero con un cordoncillo carnoso que tiene un copete o penacho que se prolonga hasta la extremidad del pico que vive en las selvas oscuras y cuya voz parece un mugido débil""",5,esp
DANZA,true,"""nombre femenino""","""acción de bailar baile1 bailoteo coreografía ballet baila2""",5,esp
DANZO,true,"""verbo intransitivo""","""Dicho de una persona ejecutar movimientos acompasados Danzar un vals bailar bailotear pachuquear""",5,esp
DAÑAD,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑAN,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑAR,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑAS,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑEN,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑES,true,"""verbo transitivo""","""Causar detrimento perjuicio menoscabo dolor o molestia perjudicar deteriorar estropear lastimar lesionar afectar damnificar destrozar destruir herir romper1 averiar malear embarrar1 chivar beneficiar favorecer""",5,esp
DAÑOS,true,"""nombre masculino""","""Efecto de dañar deterioro estropicio perjuicio destrucción golpe lesión herida contusión afección detrimento dolencia menoscabo trastorno mal1 avería2 percance rotura beneficio mejora bien""",5,esp
DAQUI,null,null,null,null,null
DARAN,null,null,null,null,null
DARAS,null,null,null,null,null
DARDO,true,"""nombre masculino""","""Arma arrojadiza semejante a una lanza pequeña y delgada que se tira con la mano venablo jabalina2 jáculo saeta flecha arpón""",5,esp
DARES,true,"""locución sustantiva masculina""","""Cantidades dadas y recibidas""",5,esp
DARGA,true,"""nombre femenino desusado""","""adarga.""",5,esp
DARIA,null,null,null,null,null
DATAD,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DATAN,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DATAR,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DATAS,null,null,null,null,null
DATEA,true,"""verbo transitivo""","""Dar alguna información o dato a alguien""",5,esp
DATEE,true,"""verbo transitivo""","""Dar alguna información o dato a alguien""",5,esp
DATEN,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DATEO,true,"""nombre masculino coloquial""","""Entrega de información reservada""",5,esp
DATES,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DATIL,null,null,null,null,null
DATOS,true,"""nombre masculino""","""Información sobre algo concreto que permite su conocimiento exacto o sirve para deducir las consecuencias derivadas de un hecho A este problema le faltan datos numéricos información noticia nota apunte referencia documento""",5,esp
DAUCO,true,"""nombre masculino""","""planta umbelífera biznaga1 gingidio""",5,esp
DAUDA,null,null,null,null,null
DAZAS,null,null,null,null,null
DEBAN,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DEBAS,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DEBDA,true,"""nombre femenino desusado""","""deuda.""",5,esp
DEBDO,true,"""nombre masculino desusado""","""deuda.""",5,esp
DEBED,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DEBEN,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DEBER,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DEBES,null,null,null,null,null
DEBIA,null,null,null,null,null
DEBIL,null,null,null,null,null
DEBIO,null,null,null,null,null
DEBLA,true,"""nombre femenino""","""Palo flamenco en desuso de carácter melancólico y con copla de cuatro versos cantada sin acompañamiento de guitarra""",5,esp
DEBOS,null,null,null,null,null
DEBUT,true,"""nombre masculino""","""Presentación o primera actuación en público de una compañía teatral o de un artista estreno presentación inauguración iniciación comienzo inicio""",5,esp
DECAE,true,"""verbo intransitivo""","""Dicho de una persona o de una cosa Ir a menos perder alguna parte de las condiciones o propiedades que constituían su fuerza bondad importancia o valor declinar desmedrar menguar flaquear decrecer debilitarse disminuir apulismarse fortalecerse reforzarse robustecerse""",5,esp
DECAI,null,null,null,null,null
DECIA,null,null,null,null,null
DECID,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DECIR,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DECIS,null,null,null,null,null
DECOR,true,"""nombre masculino desusado""","""Adorno decencia""",5,esp
DEDAL,true,"""nombre masculino""","""Utensilio pequeño ligeramente cónico y hueco con la superficie llena de hoyuelos y cerrado a veces por un casquete esférico para proteger el dedo al coser""",5,esp
DEDEO,true,"""nombre masculino""","""Agilidad y destreza de los dedos al tocar un instrumento""",5,esp
DEDIL,true,"""nombre masculino""","""Cada una de las fundas de cuero o de otra materia que se ponen en los dedos para que no se lastimen o manchen dedal""",5,esp
DEDOS,true,"""nombre masculino""","""Cada uno de los cinco apéndices articulados en que terminan la mano y el pie del hombre y en el mismo o menor número de muchos animales pulgar índice corazón anular1 meñique""",5,esp
DEESA,true,"""nombre femenino desusado""","""diosa.""",5,esp
DEJAD,true,"""verbo transitivo""","""Soltar algo soltar aflojar despojarse renunciar coger recoger""",5,esp
DEJAN,true,"""verbo transitivo""","""Soltar algo soltar aflojar despojarse renunciar coger recoger""",5,esp
DEJAR,true,"""verbo transitivo""","""Soltar algo soltar aflojar despojarse renunciar coger recoger""",5,esp
DEJAS,null,null,null,null,null
DEJEN,true,"""verbo transitivo""","""Soltar algo soltar aflojar despojarse renunciar coger recoger""",5,esp
DEJES,null,null,null,null,null
DEJOS,true,"""nombre masculino""","""Modo particular de pronunciación y de inflexión de la voz que acusa un estado de ánimo transitorio o peculiar del hablante deje tono dejillo tonada""",5,esp
DELCO,true,"""nombre masculino""","""En los motores de combustión interna aparato distribuidor que hace llegar por turno la corriente de alto voltaje a cada una de las bujías""",5,esp
DELES,null,null,null,null,null
DELGA,true,"""nombre femenino""","""Cada una de las láminas de cobre o segmentos metálicos que forman el colector de una máquina de corriente continua""",5,esp
DELIA,true,"""adjetivo""","""Natural de isla de""",5,esp
DELIO,true,"""adjetivo""","""Natural de isla de""",5,esp
DELLA,true,"""contracción""","""De""",5,esp
DELLO,true,"""contracción""","""De""",5,esp
DELTA,true,"""nombre femenino""","""Cuarta letra del alfabeto griego que corresponde a la d del latino""",5,esp
DEMAS,null,null,null,null,null
DEMOS,null,null,null,null,null
DENDE,true,"""adverbio desusado""","""De allí de él o de ella desde allí""",5,esp
DENSA,true,"""adjetivo""","""Compacto apretado espeso compacto espeso tupido concentrado apelmazado fluido suelto""",5,esp
DENSO,true,"""adjetivo""","""Compacto apretado espeso compacto espeso tupido concentrado apelmazado fluido suelto""",5,esp
DENTA,null,null,null,null,null
DENTE,true,"""locución adjetiva""","""Dicho de los tallarines los macarrones Cocidos de manera que conserven una cierta consistencia""",5,esp
DENTO,true,"""elemento compositivo""","""Indica localización o carácter dentales Dentoalveolar""",5,esp
DEÑAR,true,"""verbo transitivo desusado""","""Tener por digno""",5,esp
DEPON,null,null,null,null,null
DEQUE,true,"""conjunción""","""Después que luego que""",5,esp
DERBI,true,"""nombre masculino""","""Competición hípica especialmente aquella que se celebra anualmente y en la que corren ejemplares de pura sangre de tres años de edad""",5,esp
DESCA,true,"""nombre femenino""","""Recipiente plano de madera a modo de bandeja""",5,esp
DESDA,null,null,null,null,null
DESDE,true,"""preposición""","""Denota el punto en tiempo o lugar de que procede se origina o ha de empezar a contarse una cosa un hecho o una distancia Desde la creación Desde Desde que nací Desde mi casa Desde entonces Desde ahora Desde aquí Desde allí""",5,esp
DESDI,null,null,null,null,null
DESEA,true,"""verbo transitivo""","""Aspirar con vehemencia al conocimiento posesión o disfrute de algo aspirar anhelar querer1 ambicionar ansiar codiciar apetecer suspirar pretender amalayar aborrecer odiar""",5,esp
DESEE,true,"""verbo transitivo""","""Aspirar con vehemencia al conocimiento posesión o disfrute de algo aspirar anhelar querer1 ambicionar ansiar codiciar apetecer suspirar pretender amalayar aborrecer odiar""",5,esp
DESEO,true,"""nombre masculino""","""Movimiento afectivo hacia algo que se apetece apetencia apetito aspiración ansia afán anhelo pretensión capricho empeño antojo pasión ambición interés berretín desinterés inapetencia""",5,esp
DESES,true,"""contracción""","""De ese""",5,esp
DESGA,true,"""nombre femenino""","""En la comarca española de las artesa grande labrada en una sola pieza de madera""",5,esp
DESOI,null,null,null,null,null
DESTA,true,"""contracción""","""De este""",5,esp
DESTE,true,"""contracción""","""De este""",5,esp
DESTO,true,"""contracción""","""De este""",5,esp
DESUS,null,null,null,null,null
DETAL,true,"""nombre masculino""","""Establecimiento o almacén minorista""",5,esp
DETEN,null,null,null,null,null
DEUDA,true,"""nombre femenino""","""Obligación que alguien tiene de pagar satisfacer o reintegrar a otra persona algo por lo común dinero adeudo débito pasivo agujero déficit descubierto trampa pella dita1 droga jarana yuca deber2""",5,esp
DEUDO,true,"""nombre masculino y femenino""","""que tiene relación de parentesco pariente familiar allegado consanguíneo""",5,esp
DEVEN,null,null,null,null,null
DEYES,true,"""nombre masculino""","""Título del jefe o príncipe musulmán que gobernaba la regencia de""",5,esp
DEZMA,true,"""verbo transitivo""","""diezmar.""",5,esp
DEZME,true,"""verbo transitivo""","""diezmar.""",5,esp
DEZMO,true,"""verbo transitivo""","""diezmar.""",5,esp
DIADA,null,null,null,null,null
DIADO,null,null,null,null,null
DIANA,true,"""nombre femenino""","""Toque militar al comienzo de la jornada para despertar a la tropa""",5,esp
DIAÑO,true,"""nombre masculino""","""ángel rebelado diablo demonio demontre diantre demonche dianche mengue""",5,esp
DICAZ,true,"""adjetivo poco usado""","""Decidor aguda y chistosamente mordaz""",5,esp
DICEN,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DICES,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DICHA,true,"""nombre femenino""","""felicidad júbilo regocijo alegría ventura placer2 gusto contento tristeza""",5,esp
DICHO,true,"""adjetivo""","""Mencionado antes Dicho individuo Dichas tierras susodicho mentado""",5,esp
DICTA,true,"""verbo transitivo""","""Decir algo con las pausas necesarias o convenientes para que otra persona lo vaya escribiendo leer decir1""",5,esp
DICTE,true,"""verbo transitivo""","""Decir algo con las pausas necesarias o convenientes para que otra persona lo vaya escribiendo leer decir1""",5,esp
DICTO,true,"""verbo transitivo""","""Decir algo con las pausas necesarias o convenientes para que otra persona lo vaya escribiendo leer decir1""",5,esp
DIEGO,true,"""nombre masculino""","""dondiego dompedro donjuán arrebolera""",5,esp
DIERA,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DIERE,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DIESE,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DIESI,true,"""nombre femenino""","""Cada uno de los tres tonos que los griegos intercalaban en el intervalo de un tono mayor""",5,esp
DIETA,true,"""nombre femenino""","""Régimen que se manda observar a los enfermos o convalecientes en el comer y beber y esta comida y bebida régimen plan""",5,esp
DIETE,true,"""verbo transitivo""","""adietar""",5,esp
DIETO,true,"""verbo transitivo""","""adietar""",5,esp
DIGAN,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DIGAS,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DIGNA,true,"""adjetivo""","""Merecedor de algo merecedor acreedor meritorio indigno""",5,esp
DIGNE,true,"""verbo pronominal""","""Servirse condescender o tener a bien hacer algo Se dignó bajar del palco acceder consentir condescender rehusar negarse""",5,esp
DIGNO,true,"""adjetivo""","""Merecedor de algo merecedor acreedor meritorio indigno""",5,esp
DIJES,true,"""nombre femenino plural""","""bravata fanfarronada bravuconada baladronada bravura brava""",5,esp
DILUI,null,null,null,null,null
DIMAN,null,null,null,null,null
DIMAS,null,null,null,null,null
DIMEN,null,null,null,null,null
DIMES,true,"""locución sustantiva masculina""","""Contestaciones debates altercaciones réplicas entre dos o más personas Andar en dimes y diretes""",5,esp
DIMIA,null,null,null,null,null
DIMID,null,null,null,null,null
DIMIO,null,null,null,null,null
DIMIR,true,"""verbo transitivo""","""dumir.""",5,esp
DIMIS,null,null,null,null,null
DIMOS,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",5,esp
DINAR,true,"""nombre masculino""","""Unidad monetaria de varios países árabes""",5,esp
DINAS,null,null,null,null,null
DINES,true,"""nombre masculino""","""hacienda fortuna en combinación con don en como el din y el don esto es dinero y calidad o el don sin el din nobleza sin bienes de fortuna""",5,esp
DINOS,null,null,null,null,null
DIÑAD,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIÑAN,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIÑAR,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIÑAS,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIÑEN,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIÑES,true,"""verbo transitivo""","""entregar dar entregar donar""",5,esp
DIODO,true,"""nombre masculino""","""Válvula electrónica de dos electrodos que solo deja pasar la corriente en un sentido""",5,esp
DIOSA,true,"""nombre masculino""","""Ser supremo que en las religiones monoteístas es considerado hacedor del universo Todopoderoso hacedor Creador Providencia Excelso señor Padre Plasmador""",5,esp
DIOSO,null,null,null,null,null
DIQUE,true,"""nombre masculino""","""Muro o construcción para contener las aguas malecón escollera rompeolas espigón espaldón ataguía encajonado contradique contraataguía presa muelle2 tajamar molo""",5,esp
DIRAN,null,null,null,null,null
DIRAS,null,null,null,null,null
DIRIA,null,null,null,null,null
DISCA,true,"""verbo transitivo""","""pulsar en un teléfono los números de otro marcar""",5,esp
DISCO,true,"""nombre masculino""","""Cuerpo cilíndrico cuya base es muy grande respecto de su altura círculo rueda rodaja tejo1 arandela1""",5,esp
DISON,null,null,null,null,null
DISTA,true,"""verbo intransitivo""","""Dicho de una persona o de una cosa Estar situada a una cierta distancia espacial o temporal de otra separarse alejarse distanciarse tocar1""",5,esp
DISTE,null,null,null,null,null
DISTO,true,"""verbo intransitivo""","""Dicho de una persona o de una cosa Estar situada a una cierta distancia espacial o temporal de otra separarse alejarse distanciarse tocar1""",5,esp
DITAS,true,"""nombre femenino""","""obligación de pagar deuda adeudo deber2 jarana yuca""",5,esp
DIUCA,true,"""nombre femenino""","""Ave de y de la de color gris apizarrado con una lista blanca en el vientre""",5,esp
DIVAN,null,null,null,null,null
DIVAS,true,"""adjetivo""","""Dicho de un artista del mundo del espectáculo y en especial de un cantante de ópera Que goza de fama superlativa estrella soberbio presuntuoso arrogante""",5,esp
DIVOS,true,"""adjetivo""","""Dicho de un artista del mundo del espectáculo y en especial de un cantante de ópera Que goza de fama superlativa estrella soberbio presuntuoso arrogante""",5,esp
DOBLA,true,"""nombre femenino""","""Moneda castellana de oro acuñada en la Edad Media de ley peso y valor variables""",5,esp
DOBLE,true,"""adjetivo""","""Dos veces mayor o que contiene una cantidad dos veces exactamente Doble curiosidad Esfuerzo doble dúplex duplo medio mitad""",5,esp
DOBLO,true,"""nombre masculino desusado""","""duplo.""",5,esp
DOCAS,true,"""nombre femenino""","""Planta rastrera de de la familia de las aizoáceas de flores grandes y rosadas y fruto comestible un tanto purgante""",5,esp
DOCES,true,"""adjetivo""","""Diez más dos Cuántos alumnos tiene Doce""",5,esp
DOCIL,null,null,null,null,null
DOCTA,true,"""adjetivo""","""Que a fuerza de estudios ha adquirido más conocimientos que los comunes u ordinarios culto sabio1 erudito ilustrado instruido entendido letrado indocto inculto iletrado""",5,esp
DOCTO,true,"""adjetivo""","""Que a fuerza de estudios ha adquirido más conocimientos que los comunes u ordinarios culto sabio1 erudito ilustrado instruido entendido letrado indocto inculto iletrado""",5,esp
DODOS,true,"""nombre masculino""","""Ave extinta no voladora del tamaño de un pavo cabeza grande pico ganchudo y patas robustas que habitaba en algunas islas del océano""",5,esp
DOGAL,true,"""nombre masculino""","""Cuerda o soga de la cual con un nudo se forma un lazo para atar las caballerías por el cuello soga cuerda lazo correa ligadura""",5,esp
DOGAS,null,null,null,null,null
DOGMA,true,"""nombre masculino""","""Proposición tenida por cierta y como principio innegable axioma postulado afirmación evangelio""",5,esp
DOGOS,true,"""nombre masculino y femenino""","""perro dogo.""",5,esp
DOGRE,true,"""nombre masculino""","""Embarcación parecida al queche y destinada a la pesca en el mar del""",5,esp
DOLAD,null,null,null,null,null
DOLAR,true,"""verbo transitivo desusado""","""Desbastar labrar madera o piedra con la doladera o el dolobre""",5,esp
DOLAS,true,"""nombre femenino""","""pídola salto""",5,esp
DOLED,true,"""verbo intransitivo""","""Dicho de una parte del cuerpo Padecer dolor mediante causa interior o exterior Doler la cabeza los ojos las manos molestar atormentar afligir""",5,esp
DOLER,true,"""verbo intransitivo""","""Dicho de una parte del cuerpo Padecer dolor mediante causa interior o exterior Doler la cabeza los ojos las manos molestar atormentar afligir""",5,esp
DOLES,null,null,null,null,null
DOLIA,null,null,null,null,null
DOLIO,null,null,null,null,null
DOLOR,true,"""nombre masculino""","""Sensación molesta y aflictiva de una parte del cuerpo por causa interior o exterior molestia mal1 aflicción daño tormento suplicio tortura""",5,esp
DOLOS,true,"""nombre masculino""","""Engaño fraude simulación engaño fraude simulación estafa1 timo2 trampa""",5,esp
DOMAD,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DOMAN,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DOMAR,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DOMAS,null,null,null,null,null
DOMBO,true,"""nombre masculino""","""bóveda cúpula cimborrio domo cópula2""",5,esp
DOMEN,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DOMES,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DOMOS,true,"""nombre masculino""","""bóveda cúpula dombo cimborrio bóveda cópula2""",5,esp
DONAD,true,"""verbo transitivo""","""Dicho de una persona Traspasar graciosamente a otra algo o el derecho que sobre tiene dar entregar legar1 ceder conceder traspasar ofrecer obsequiar regalar1 dispensar endonar recibir quitar""",5,esp
DONAN,true,"""verbo transitivo""","""Dicho de una persona Traspasar graciosamente a otra algo o el derecho que sobre tiene dar entregar legar1 ceder conceder traspasar ofrecer obsequiar regalar1 dispensar endonar recibir quitar""",5,esp
DONAR,true,"""verbo transitivo""","""Dicho de una persona Traspasar graciosamente a otra algo o el derecho que sobre tiene dar entregar legar1 ceder conceder traspasar ofrecer obsequiar regalar1 dispensar endonar recibir quitar""",5,esp
DONAS,null,null,null,null,null
DONDE,true,"""adverbio relativo""","""En el que en el cual o en que con antecedente referido a lugares Esa es la calle donde nací""",5,esp
DONEN,true,"""verbo transitivo""","""Dicho de una persona Traspasar graciosamente a otra algo o el derecho que sobre tiene dar entregar legar1 ceder conceder traspasar ofrecer obsequiar regalar1 dispensar endonar recibir quitar""",5,esp
DONEO,true,"""nombre masculino desusado""","""galanteo.""",5,esp
DONES,null,null,null,null,null
DOÑAS,null,null,null,null,null
DOÑEA,true,"""verbo transitivo poco usado""","""Cortejar a una mujer""",5,esp
DOÑEE,true,"""verbo transitivo poco usado""","""Cortejar a una mujer""",5,esp
DOÑEO,true,"""verbo transitivo poco usado""","""Cortejar a una mujer""",5,esp
DOPAD,true,"""verbo transitivo""","""Administrar fármacos o sustancias estimulantes para potenciar artificialmente el rendimiento del organismo a veces con peligro para la salud estimular drogar""",5,esp
DOPAN,true,"""verbo transitivo""","""Administrar fármacos o sustancias estimulantes para potenciar artificialmente el rendimiento del organismo a veces con peligro para la salud estimular drogar""",5,esp
DOPAR,true,"""verbo transitivo""","""Administrar fármacos o sustancias estimulantes para potenciar artificialmente el rendimiento del organismo a veces con peligro para la salud estimular drogar""",5,esp
DOPAS,null,null,null,null,null
DOPEN,true,"""verbo transitivo""","""Administrar fármacos o sustancias estimulantes para potenciar artificialmente el rendimiento del organismo a veces con peligro para la salud estimular drogar""",5,esp
DOPES,true,"""verbo transitivo""","""Administrar fármacos o sustancias estimulantes para potenciar artificialmente el rendimiento del organismo a veces con peligro para la salud estimular drogar""",5,esp
DORAD,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
DORAL,true,"""nombre masculino""","""Pájaro variedad de papamoscas de color amarillo rojizo con manchas negras en la cabeza alas y cola""",5,esp
DORAN,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
DORAR,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
DORAS,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
DOREN,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
DORES,true,"""verbo transitivo""","""Cubrir con oro o con otra sustancia parecida la superficie de algo desdorar""",5,esp
